source,target,output_fn,reference_fn,label
p241,p262,p241-p262/p241_053.wav,p262/p262_053.wav,0
p241,p262,p241-p262/p241_055.wav,p262/p262_055.wav,0
p241,p241,p241/p241_050.wav,p241/p241_143.wav,1
p241,p241,p241/p241_051.wav,p241/p241_053.wav,1
p241,p241,p241/p241_052.wav,p241/p241_155.wav,1
p241,p241,p241/p241_053.wav,p241/p241_157.wav,1
p241,p241,p241/p241_055.wav,p241/p241_262.wav,1
p241,p263,p241-p263/p241_050.wav,p263/p263_050.wav,0
p241,p263,p241-p263/p241_051.wav,p263/p263_051.wav,0
p241,p263,p241-p263/p241_052.wav,p263/p263_052.wav,0
p241,p263,p241-p263/p241_053.wav,p263/p263_053.wav,0
p241,p263,p241-p263/p241_055.wav,p263/p263_055.wav,0
p241,p241,p241/p241_050.wav,p241/p241_133.wav,1
p241,p241,p241/p241_051.wav,p241/p241_333.wav,1
p241,p241,p241/p241_052.wav,p241/p241_238.wav,1
p241,p241,p241/p241_053.wav,p241/p241_363.wav,1
p241,p241,p241/p241_055.wav,p241/p241_320.wav,1
p241,p264,p241-p264/p241_050.wav,p264/p264_050.wav,0
p241,p264,p241-p264/p241_051.wav,p264/p264_051.wav,0
p241,p264,p241-p264/p241_053.wav,p264/p264_053.wav,0
p241,p264,p241-p264/p241_055.wav,p264/p264_055.wav,0
p241,p264,p241-p264/p241_056.wav,p264/p264_056.wav,0
p241,p241,p241/p241_050.wav,p241/p241_056.wav,1
p241,p241,p241/p241_051.wav,p241/p241_091.wav,1
p241,p241,p241/p241_052.wav,p241/p241_359.wav,1
p241,p241,p241/p241_053.wav,p241/p241_103.wav,1
p241,p241,p241/p241_055.wav,p241/p241_226.wav,1
p241,p265,p241-p265/p241_050.wav,p265/p265_050.wav,0
p241,p265,p241-p265/p241_051.wav,p265/p265_051.wav,0
p241,p265,p241-p265/p241_052.wav,p265/p265_052.wav,0
p241,p265,p241-p265/p241_053.wav,p265/p265_053.wav,0
p241,p265,p241-p265/p241_055.wav,p265/p265_055.wav,0
p241,p241,p241/p241_050.wav,p241/p241_311.wav,1
p241,p241,p241/p241_051.wav,p241/p241_240.wav,1
p241,p241,p241/p241_052.wav,p241/p241_188.wav,1
p241,p241,p241/p241_053.wav,p241/p241_109.wav,1
p241,p241,p241/p241_055.wav,p241/p241_187.wav,1
p241,p271,p241-p271/p241_050.wav,p271/p271_050.wav,0
p241,p271,p241-p271/p241_051.wav,p271/p271_051.wav,0
p241,p271,p241-p271/p241_052.wav,p271/p271_052.wav,0
p241,p271,p241-p271/p241_053.wav,p271/p271_053.wav,0
p241,p271,p241-p271/p241_055.wav,p271/p271_055.wav,0
p241,p241,p241/p241_050.wav,p241/p241_168.wav,1
p241,p241,p241/p241_051.wav,p241/p241_075.wav,1
p241,p241,p241/p241_052.wav,p241/p241_227.wav,1
p241,p241,p241/p241_053.wav,p241/p241_056.wav,1
p241,p241,p241/p241_055.wav,p241/p241_118.wav,1
p241,p272,p241-p272/p241_050.wav,p272/p272_050.wav,0
p241,p272,p241-p272/p241_051.wav,p272/p272_051.wav,0
p241,p272,p241-p272/p241_052.wav,p272/p272_052.wav,0
p241,p272,p241-p272/p241_053.wav,p272/p272_053.wav,0
p241,p272,p241-p272/p241_055.wav,p272/p272_055.wav,0
p241,p241,p241/p241_050.wav,p241/p241_036.wav,1
p241,p241,p241/p241_051.wav,p241/p241_085.wav,1
p241,p241,p241/p241_052.wav,p241/p241_306.wav,1
p241,p241,p241/p241_053.wav,p241/p241_173.wav,1
p241,p241,p241/p241_055.wav,p241/p241_207.wav,1
p241,p275,p241-p275/p241_050.wav,p275/p275_050.wav,0
p241,p275,p241-p275/p241_051.wav,p275/p275_051.wav,0
p241,p275,p241-p275/p241_052.wav,p275/p275_052.wav,0
p241,p275,p241-p275/p241_053.wav,p275/p275_053.wav,0
p241,p275,p241-p275/p241_055.wav,p275/p275_055.wav,0
p241,p241,p241/p241_050.wav,p241/p241_368.wav,1
p241,p241,p241/p241_051.wav,p241/p241_254.wav,1
p241,p241,p241/p241_052.wav,p241/p241_115.wav,1
p241,p241,p241/p241_053.wav,p241/p241_364.wav,1
p241,p241,p241/p241_055.wav,p241/p241_049.wav,1
p241,p281,p241-p281/p241_050.wav,p281/p281_050.wav,0
p241,p281,p241-p281/p241_051.wav,p281/p281_051.wav,0
p241,p281,p241-p281/p241_052.wav,p281/p281_052.wav,0
p241,p281,p241-p281/p241_053.wav,p281/p281_053.wav,0
p241,p281,p241-p281/p241_055.wav,p281/p281_055.wav,0
p241,p241,p241/p241_050.wav,p241/p241_088.wav,1
p241,p241,p241/p241_051.wav,p241/p241_079.wav,1
p241,p241,p241/p241_052.wav,p241/p241_192.wav,1
p241,p241,p241/p241_053.wav,p241/p241_244.wav,1
p241,p241,p241/p241_055.wav,p241/p241_279.wav,1
p241,p284,p241-p284/p241_050.wav,p284/p284_050.wav,0
p241,p284,p241-p284/p241_051.wav,p284/p284_051.wav,0
p241,p284,p241-p284/p241_052.wav,p284/p284_052.wav,0
p241,p284,p241-p284/p241_053.wav,p284/p284_053.wav,0
p241,p284,p241-p284/p241_055.wav,p284/p284_055.wav,0
p241,p241,p241/p241_050.wav,p241/p241_236.wav,1
p241,p241,p241/p241_051.wav,p241/p241_172.wav,1
p241,p241,p241/p241_052.wav,p241/p241_110.wav,1
p241,p241,p241/p241_053.wav,p241/p241_109.wav,1
p241,p241,p241/p241_055.wav,p241/p241_189.wav,1
p241,p285,p241-p285/p241_050.wav,p285/p285_050.wav,0
p241,p285,p241-p285/p241_051.wav,p285/p285_051.wav,0
p241,p285,p241-p285/p241_052.wav,p285/p285_052.wav,0
p241,p285,p241-p285/p241_053.wav,p285/p285_053.wav,0
p241,p285,p241-p285/p241_055.wav,p285/p285_055.wav,0
p241,p241,p241/p241_050.wav,p241/p241_030.wav,1
p241,p241,p241/p241_051.wav,p241/p241_307.wav,1
p241,p241,p241/p241_052.wav,p241/p241_043.wav,1
p241,p241,p241/p241_053.wav,p241/p241_310.wav,1
p241,p241,p241/p241_055.wav,p241/p241_176.wav,1
p246,p234,p246-p234/p246_050.wav,p234/p234_050.wav,0
p246,p234,p246-p234/p246_051.wav,p234/p234_051.wav,0
p246,p234,p246-p234/p246_052.wav,p234/p234_052.wav,0
p246,p234,p246-p234/p246_053.wav,p234/p234_053.wav,0
p246,p234,p246-p234/p246_054.wav,p234/p234_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_195.wav,1
p246,p246,p246/p246_051.wav,p246/p246_141.wav,1
p246,p246,p246/p246_052.wav,p246/p246_152.wav,1
p246,p246,p246/p246_053.wav,p246/p246_217.wav,1
p246,p246,p246/p246_054.wav,p246/p246_239.wav,1
p246,p237,p246-p237/p246_050.wav,p237/p237_050.wav,0
p246,p237,p246-p237/p246_051.wav,p237/p237_051.wav,0
p246,p237,p246-p237/p246_052.wav,p237/p237_052.wav,0
p246,p237,p246-p237/p246_053.wav,p237/p237_053.wav,0
p246,p237,p246-p237/p246_054.wav,p237/p237_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_106.wav,1
p246,p246,p246/p246_051.wav,p246/p246_274.wav,1
p246,p246,p246/p246_052.wav,p246/p246_235.wav,1
p246,p246,p246/p246_053.wav,p246/p246_159.wav,1
p246,p246,p246/p246_054.wav,p246/p246_105.wav,1
p246,p241,p246-p241/p246_050.wav,p241/p241_050.wav,0
p246,p241,p246-p241/p246_051.wav,p241/p241_051.wav,0
p246,p241,p246-p241/p246_052.wav,p241/p241_052.wav,0
p246,p241,p246-p241/p246_053.wav,p241/p241_053.wav,0
p246,p241,p246-p241/p246_055.wav,p241/p241_055.wav,0
p246,p246,p246/p246_050.wav,p246/p246_262.wav,1
p246,p246,p246/p246_051.wav,p246/p246_324.wav,1
p246,p246,p246/p246_052.wav,p246/p246_301.wav,1
p246,p246,p246/p246_053.wav,p246/p246_263.wav,1
p246,p246,p246/p246_054.wav,p246/p246_125.wav,1
p246,p247,p246-p247/p246_050.wav,p247/p247_050.wav,0
p246,p247,p246-p247/p246_051.wav,p247/p247_051.wav,0
p246,p247,p246-p247/p246_052.wav,p247/p247_052.wav,0
p246,p247,p246-p247/p246_053.wav,p247/p247_053.wav,0
p246,p247,p246-p247/p246_054.wav,p247/p247_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_218.wav,1
p246,p246,p246/p246_051.wav,p246/p246_270.wav,1
p246,p246,p246/p246_052.wav,p246/p246_123.wav,1
p246,p246,p246/p246_053.wav,p246/p246_040.wav,1
p246,p246,p246/p246_054.wav,p246/p246_321.wav,1
p246,p249,p246-p249/p246_050.wav,p249/p249_050.wav,0
p246,p249,p246-p249/p246_051.wav,p249/p249_051.wav,0
p246,p249,p246-p249/p246_052.wav,p249/p249_052.wav,0
p246,p249,p246-p249/p246_053.wav,p249/p249_053.wav,0
p246,p249,p246-p249/p246_054.wav,p249/p249_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_043.wav,1
p246,p246,p246/p246_051.wav,p246/p246_273.wav,1
p246,p246,p246/p246_052.wav,p246/p246_283.wav,1
p246,p246,p246/p246_053.wav,p246/p246_117.wav,1
p246,p246,p246/p246_054.wav,p246/p246_090.wav,1
p246,p252,p246-p252/p246_050.wav,p252/p252_050.wav,0
p246,p252,p246-p252/p246_051.wav,p252/p252_051.wav,0
p246,p252,p246-p252/p246_052.wav,p252/p252_052.wav,0
p246,p252,p246-p252/p246_053.wav,p252/p252_053.wav,0
p246,p252,p246-p252/p246_054.wav,p252/p252_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_078.wav,1
p246,p246,p246/p246_051.wav,p246/p246_028.wav,1
p246,p246,p246/p246_052.wav,p246/p246_329.wav,1
p246,p246,p246/p246_053.wav,p246/p246_094.wav,1
p246,p246,p246/p246_054.wav,p246/p246_183.wav,1
p246,p255,p246-p255/p246_050.wav,p255/p255_050.wav,0
p246,p255,p246-p255/p246_051.wav,p255/p255_051.wav,0
p246,p255,p246-p255/p246_052.wav,p255/p255_052.wav,0
p246,p255,p246-p255/p246_053.wav,p255/p255_053.wav,0
p246,p255,p246-p255/p246_054.wav,p255/p255_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_067.wav,1
p246,p246,p246/p246_051.wav,p246/p246_281.wav,1
p246,p246,p246/p246_052.wav,p246/p246_320.wav,1
p246,p246,p246/p246_053.wav,p246/p246_293.wav,1
p246,p246,p246/p246_054.wav,p246/p246_135.wav,1
p246,p260,p246-p260/p246_050.wav,p260/p260_050.wav,0
p246,p260,p246-p260/p246_051.wav,p260/p260_051.wav,0
p246,p260,p246-p260/p246_052.wav,p260/p260_052.wav,0
p246,p260,p246-p260/p246_053.wav,p260/p260_053.wav,0
p246,p260,p246-p260/p246_054.wav,p260/p260_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_361.wav,1
p246,p246,p246/p246_051.wav,p246/p246_245.wav,1
p246,p246,p246/p246_052.wav,p246/p246_039.wav,1
p246,p246,p246/p246_053.wav,p246/p246_299.wav,1
p246,p246,p246/p246_054.wav,p246/p246_037.wav,1
p246,p262,p246-p262/p246_050.wav,p262/p262_050.wav,0
p246,p262,p246-p262/p246_051.wav,p262/p262_051.wav,0
p246,p262,p246-p262/p246_052.wav,p262/p262_052.wav,0
p246,p262,p246-p262/p246_053.wav,p262/p262_053.wav,0
p246,p262,p246-p262/p246_054.wav,p262/p262_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_099.wav,1
p246,p246,p246/p246_051.wav,p246/p246_178.wav,1
p246,p246,p246/p246_052.wav,p246/p246_345.wav,1
p246,p246,p246/p246_053.wav,p246/p246_104.wav,1
p246,p246,p246/p246_054.wav,p246/p246_361.wav,1
p246,p263,p246-p263/p246_050.wav,p263/p263_050.wav,0
p246,p263,p246-p263/p246_051.wav,p263/p263_051.wav,0
p246,p263,p246-p263/p246_052.wav,p263/p263_052.wav,0
p246,p263,p246-p263/p246_053.wav,p263/p263_053.wav,0
p246,p263,p246-p263/p246_054.wav,p263/p263_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_053.wav,1
p246,p246,p246/p246_051.wav,p246/p246_283.wav,1
p246,p246,p246/p246_052.wav,p246/p246_245.wav,1
p246,p246,p246/p246_053.wav,p246/p246_157.wav,1
p246,p246,p246/p246_054.wav,p246/p246_141.wav,1
p246,p264,p246-p264/p246_050.wav,p264/p264_050.wav,0
p246,p264,p246-p264/p246_051.wav,p264/p264_051.wav,0
p246,p264,p246-p264/p246_053.wav,p264/p264_053.wav,0
p246,p264,p246-p264/p246_054.wav,p264/p264_054.wav,0
p246,p264,p246-p264/p246_055.wav,p264/p264_055.wav,0
p246,p246,p246/p246_050.wav,p246/p246_276.wav,1
p246,p246,p246/p246_051.wav,p246/p246_037.wav,1
p246,p246,p246/p246_052.wav,p246/p246_339.wav,1
p246,p246,p246/p246_053.wav,p246/p246_074.wav,1
p246,p246,p246/p246_054.wav,p246/p246_150.wav,1
p246,p265,p246-p265/p246_050.wav,p265/p265_050.wav,0
p246,p265,p246-p265/p246_051.wav,p265/p265_051.wav,0
p246,p265,p246-p265/p246_052.wav,p265/p265_052.wav,0
p246,p265,p246-p265/p246_053.wav,p265/p265_053.wav,0
p246,p265,p246-p265/p246_054.wav,p265/p265_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_187.wav,1
p246,p246,p246/p246_051.wav,p246/p246_298.wav,1
p246,p246,p246/p246_052.wav,p246/p246_285.wav,1
p246,p246,p246/p246_053.wav,p246/p246_030.wav,1
p246,p246,p246/p246_054.wav,p246/p246_320.wav,1
p246,p271,p246-p271/p246_050.wav,p271/p271_050.wav,0
p246,p271,p246-p271/p246_051.wav,p271/p271_051.wav,0
p246,p271,p246-p271/p246_052.wav,p271/p271_052.wav,0
p246,p271,p246-p271/p246_053.wav,p271/p271_053.wav,0
p246,p271,p246-p271/p246_054.wav,p271/p271_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_256.wav,1
p246,p246,p246/p246_051.wav,p246/p246_200.wav,1
p246,p246,p246/p246_052.wav,p246/p246_138.wav,1
p246,p246,p246/p246_053.wav,p246/p246_339.wav,1
p246,p246,p246/p246_054.wav,p246/p246_052.wav,1
p246,p272,p246-p272/p246_050.wav,p272/p272_050.wav,0
p246,p272,p246-p272/p246_051.wav,p272/p272_051.wav,0
p246,p272,p246-p272/p246_052.wav,p272/p272_052.wav,0
p246,p272,p246-p272/p246_053.wav,p272/p272_053.wav,0
p246,p272,p246-p272/p246_054.wav,p272/p272_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_295.wav,1
p246,p246,p246/p246_051.wav,p246/p246_244.wav,1
p246,p246,p246/p246_052.wav,p246/p246_146.wav,1
p246,p246,p246/p246_053.wav,p246/p246_288.wav,1
p246,p246,p246/p246_054.wav,p246/p246_032.wav,1
p246,p275,p246-p275/p246_050.wav,p275/p275_050.wav,0
p246,p275,p246-p275/p246_051.wav,p275/p275_051.wav,0
p246,p275,p246-p275/p246_052.wav,p275/p275_052.wav,0
p246,p275,p246-p275/p246_053.wav,p275/p275_053.wav,0
p246,p275,p246-p275/p246_054.wav,p275/p275_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_077.wav,1
p246,p246,p246/p246_051.wav,p246/p246_214.wav,1
p246,p246,p246/p246_052.wav,p246/p246_101.wav,1
p246,p246,p246/p246_053.wav,p246/p246_264.wav,1
p246,p246,p246/p246_054.wav,p246/p246_206.wav,1
p246,p281,p246-p281/p246_050.wav,p281/p281_050.wav,0
p246,p281,p246-p281/p246_051.wav,p281/p281_051.wav,0
p246,p281,p246-p281/p246_052.wav,p281/p281_052.wav,0
p246,p281,p246-p281/p246_053.wav,p281/p281_053.wav,0
p246,p281,p246-p281/p246_054.wav,p281/p281_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_094.wav,1
p246,p246,p246/p246_051.wav,p246/p246_202.wav,1
p246,p246,p246/p246_052.wav,p246/p246_142.wav,1
p246,p246,p246/p246_053.wav,p246/p246_171.wav,1
p246,p246,p246/p246_054.wav,p246/p246_330.wav,1
p246,p284,p246-p284/p246_050.wav,p284/p284_050.wav,0
p246,p284,p246-p284/p246_051.wav,p284/p284_051.wav,0
p246,p284,p246-p284/p246_052.wav,p284/p284_052.wav,0
p246,p284,p246-p284/p246_053.wav,p284/p284_053.wav,0
p246,p284,p246-p284/p246_054.wav,p284/p284_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_073.wav,1
p246,p246,p246/p246_051.wav,p246/p246_157.wav,1
p246,p246,p246/p246_052.wav,p246/p246_094.wav,1
p246,p246,p246/p246_053.wav,p246/p246_090.wav,1
p246,p246,p246/p246_054.wav,p246/p246_117.wav,1
p246,p285,p246-p285/p246_050.wav,p285/p285_050.wav,0
p246,p285,p246-p285/p246_051.wav,p285/p285_051.wav,0
p246,p285,p246-p285/p246_052.wav,p285/p285_052.wav,0
p246,p285,p246-p285/p246_053.wav,p285/p285_053.wav,0
p246,p285,p246-p285/p246_054.wav,p285/p285_054.wav,0
p246,p246,p246/p246_050.wav,p246/p246_333.wav,1
p246,p246,p246/p246_051.wav,p246/p246_079.wav,1
p246,p246,p246/p246_052.wav,p246/p246_054.wav,1
p246,p246,p246/p246_053.wav,p246/p246_306.wav,1
p246,p246,p246/p246_054.wav,p246/p246_357.wav,1
p247,p234,p247-p234/p247_050.wav,p234/p234_050.wav,0
p247,p234,p247-p234/p247_051.wav,p234/p234_051.wav,0
p247,p234,p247-p234/p247_052.wav,p234/p234_052.wav,0
p247,p234,p247-p234/p247_053.wav,p234/p234_053.wav,0
p247,p234,p247-p234/p247_054.wav,p234/p234_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_099.wav,1
p247,p247,p247/p247_051.wav,p247/p247_341.wav,1
p247,p247,p247/p247_052.wav,p247/p247_405.wav,1
p247,p247,p247/p247_053.wav,p247/p247_289.wav,1
p247,p247,p247/p247_054.wav,p247/p247_040.wav,1
p247,p237,p247-p237/p247_050.wav,p237/p237_050.wav,0
p247,p237,p247-p237/p247_051.wav,p237/p237_051.wav,0
p247,p237,p247-p237/p247_052.wav,p237/p237_052.wav,0
p247,p237,p247-p237/p247_053.wav,p237/p237_053.wav,0
p247,p237,p247-p237/p247_054.wav,p237/p237_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_425.wav,1
p247,p247,p247/p247_051.wav,p247/p247_264.wav,1
p247,p247,p247/p247_052.wav,p247/p247_477.wav,1
p247,p247,p247/p247_053.wav,p247/p247_210.wav,1
p247,p247,p247/p247_054.wav,p247/p247_223.wav,1
p247,p241,p247-p241/p247_050.wav,p241/p241_050.wav,0
p247,p241,p247-p241/p247_051.wav,p241/p241_051.wav,0
p247,p241,p247-p241/p247_052.wav,p241/p241_052.wav,0
p247,p241,p247-p241/p247_053.wav,p241/p241_053.wav,0
p247,p241,p247-p241/p247_055.wav,p241/p241_055.wav,0
p247,p247,p247/p247_050.wav,p247/p247_324.wav,1
p247,p247,p247/p247_051.wav,p247/p247_446.wav,1
p247,p247,p247/p247_052.wav,p247/p247_321.wav,1
p247,p247,p247/p247_053.wav,p247/p247_283.wav,1
p247,p247,p247/p247_054.wav,p247/p247_441.wav,1
p247,p246,p247-p246/p247_050.wav,p246/p246_050.wav,0
p247,p246,p247-p246/p247_051.wav,p246/p246_051.wav,0
p247,p246,p247-p246/p247_052.wav,p246/p246_052.wav,0
p247,p246,p247-p246/p247_053.wav,p246/p246_053.wav,0
p247,p246,p247-p246/p247_054.wav,p246/p246_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_321.wav,1
p247,p247,p247/p247_051.wav,p247/p247_290.wav,1
p247,p247,p247/p247_052.wav,p247/p247_239.wav,1
p247,p247,p247/p247_053.wav,p247/p247_061.wav,1
p247,p247,p247/p247_054.wav,p247/p247_468.wav,1
p247,p249,p247-p249/p247_050.wav,p249/p249_050.wav,0
p247,p249,p247-p249/p247_051.wav,p249/p249_051.wav,0
p247,p249,p247-p249/p247_052.wav,p249/p249_052.wav,0
p247,p249,p247-p249/p247_053.wav,p249/p249_053.wav,0
p247,p249,p247-p249/p247_054.wav,p249/p249_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_255.wav,1
p247,p247,p247/p247_051.wav,p247/p247_297.wav,1
p247,p247,p247/p247_052.wav,p247/p247_170.wav,1
p247,p247,p247/p247_053.wav,p247/p247_200.wav,1
p247,p247,p247/p247_054.wav,p247/p247_222.wav,1
p247,p252,p247-p252/p247_050.wav,p252/p252_050.wav,0
p247,p252,p247-p252/p247_051.wav,p252/p252_051.wav,0
p247,p252,p247-p252/p247_052.wav,p252/p252_052.wav,0
p247,p252,p247-p252/p247_053.wav,p252/p252_053.wav,0
p247,p252,p247-p252/p247_054.wav,p252/p252_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_373.wav,1
p247,p247,p247/p247_051.wav,p247/p247_090.wav,1
p247,p247,p247/p247_052.wav,p247/p247_132.wav,1
p247,p247,p247/p247_053.wav,p247/p247_379.wav,1
p247,p247,p247/p247_054.wav,p247/p247_194.wav,1
p247,p255,p247-p255/p247_050.wav,p255/p255_050.wav,0
p247,p255,p247-p255/p247_051.wav,p255/p255_051.wav,0
p247,p255,p247-p255/p247_052.wav,p255/p255_052.wav,0
p247,p255,p247-p255/p247_053.wav,p255/p255_053.wav,0
p247,p255,p247-p255/p247_054.wav,p255/p255_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_220.wav,1
p247,p247,p247/p247_051.wav,p247/p247_325.wav,1
p247,p247,p247/p247_052.wav,p247/p247_066.wav,1
p247,p247,p247/p247_053.wav,p247/p247_421.wav,1
p247,p247,p247/p247_054.wav,p247/p247_272.wav,1
p247,p260,p247-p260/p247_050.wav,p260/p260_050.wav,0
p247,p260,p247-p260/p247_051.wav,p260/p260_051.wav,0
p247,p260,p247-p260/p247_052.wav,p260/p260_052.wav,0
p247,p260,p247-p260/p247_053.wav,p260/p260_053.wav,0
p247,p260,p247-p260/p247_054.wav,p260/p260_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_240.wav,1
p247,p247,p247/p247_051.wav,p247/p247_180.wav,1
p247,p247,p247/p247_052.wav,p247/p247_445.wav,1
p247,p247,p247/p247_053.wav,p247/p247_430.wav,1
p247,p247,p247/p247_054.wav,p247/p247_040.wav,1
p247,p262,p247-p262/p247_050.wav,p262/p262_050.wav,0
p247,p262,p247-p262/p247_051.wav,p262/p262_051.wav,0
p247,p262,p247-p262/p247_052.wav,p262/p262_052.wav,0
p247,p262,p247-p262/p247_053.wav,p262/p262_053.wav,0
p247,p262,p247-p262/p247_054.wav,p262/p262_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_394.wav,1
p247,p247,p247/p247_051.wav,p247/p247_257.wav,1
p247,p247,p247/p247_052.wav,p247/p247_227.wav,1
p247,p247,p247/p247_053.wav,p247/p247_238.wav,1
p247,p247,p247/p247_054.wav,p247/p247_274.wav,1
p247,p263,p247-p263/p247_050.wav,p263/p263_050.wav,0
p247,p263,p247-p263/p247_051.wav,p263/p263_051.wav,0
p247,p263,p247-p263/p247_052.wav,p263/p263_052.wav,0
p247,p263,p247-p263/p247_053.wav,p263/p263_053.wav,0
p247,p263,p247-p263/p247_054.wav,p263/p263_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_317.wav,1
p247,p247,p247/p247_051.wav,p247/p247_412.wav,1
p247,p247,p247/p247_052.wav,p247/p247_058.wav,1
p247,p247,p247/p247_053.wav,p247/p247_067.wav,1
p247,p247,p247/p247_054.wav,p247/p247_155.wav,1
p247,p264,p247-p264/p247_050.wav,p264/p264_050.wav,0
p247,p264,p247-p264/p247_051.wav,p264/p264_051.wav,0
p247,p264,p247-p264/p247_053.wav,p264/p264_053.wav,0
p247,p264,p247-p264/p247_054.wav,p264/p264_054.wav,0
p247,p264,p247-p264/p247_055.wav,p264/p264_055.wav,0
p247,p247,p247/p247_050.wav,p247/p247_137.wav,1
p247,p247,p247/p247_051.wav,p247/p247_028.wav,1
p247,p247,p247/p247_052.wav,p247/p247_101.wav,1
p247,p247,p247/p247_053.wav,p247/p247_300.wav,1
p247,p247,p247/p247_054.wav,p247/p247_193.wav,1
p247,p265,p247-p265/p247_050.wav,p265/p265_050.wav,0
p247,p265,p247-p265/p247_051.wav,p265/p265_051.wav,0
p247,p265,p247-p265/p247_052.wav,p265/p265_052.wav,0
p247,p265,p247-p265/p247_053.wav,p265/p265_053.wav,0
p247,p265,p247-p265/p247_054.wav,p265/p265_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_180.wav,1
p247,p247,p247/p247_051.wav,p247/p247_459.wav,1
p247,p247,p247/p247_052.wav,p247/p247_299.wav,1
p247,p247,p247/p247_053.wav,p247/p247_133.wav,1
p247,p247,p247/p247_054.wav,p247/p247_248.wav,1
p247,p271,p247-p271/p247_050.wav,p271/p271_050.wav,0
p247,p271,p247-p271/p247_051.wav,p271/p271_051.wav,0
p247,p271,p247-p271/p247_052.wav,p271/p271_052.wav,0
p247,p271,p247-p271/p247_053.wav,p271/p271_053.wav,0
p247,p271,p247-p271/p247_054.wav,p271/p271_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_316.wav,1
p247,p247,p247/p247_051.wav,p247/p247_177.wav,1
p247,p247,p247/p247_052.wav,p247/p247_032.wav,1
p247,p247,p247/p247_053.wav,p247/p247_131.wav,1
p247,p247,p247/p247_054.wav,p247/p247_351.wav,1
p247,p272,p247-p272/p247_050.wav,p272/p272_050.wav,0
p247,p272,p247-p272/p247_051.wav,p272/p272_051.wav,0
p247,p272,p247-p272/p247_052.wav,p272/p272_052.wav,0
p247,p272,p247-p272/p247_053.wav,p272/p272_053.wav,0
p247,p272,p247-p272/p247_054.wav,p272/p272_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_477.wav,1
p247,p247,p247/p247_051.wav,p247/p247_072.wav,1
p247,p247,p247/p247_052.wav,p247/p247_412.wav,1
p247,p247,p247/p247_053.wav,p247/p247_084.wav,1
p247,p247,p247/p247_054.wav,p247/p247_364.wav,1
p247,p275,p247-p275/p247_050.wav,p275/p275_050.wav,0
p247,p275,p247-p275/p247_051.wav,p275/p275_051.wav,0
p247,p275,p247-p275/p247_052.wav,p275/p275_052.wav,0
p247,p275,p247-p275/p247_053.wav,p275/p275_053.wav,0
p247,p275,p247-p275/p247_054.wav,p275/p275_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_092.wav,1
p247,p247,p247/p247_051.wav,p247/p247_061.wav,1
p247,p247,p247/p247_052.wav,p247/p247_311.wav,1
p247,p247,p247/p247_053.wav,p247/p247_225.wav,1
p247,p247,p247/p247_054.wav,p247/p247_350.wav,1
p247,p281,p247-p281/p247_050.wav,p281/p281_050.wav,0
p247,p281,p247-p281/p247_051.wav,p281/p281_051.wav,0
p247,p281,p247-p281/p247_052.wav,p281/p281_052.wav,0
p247,p281,p247-p281/p247_053.wav,p281/p281_053.wav,0
p247,p281,p247-p281/p247_054.wav,p281/p281_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_135.wav,1
p247,p247,p247/p247_051.wav,p247/p247_187.wav,1
p247,p247,p247/p247_052.wav,p247/p247_108.wav,1
p247,p247,p247/p247_053.wav,p247/p247_035.wav,1
p247,p247,p247/p247_054.wav,p247/p247_108.wav,1
p247,p284,p247-p284/p247_050.wav,p284/p284_050.wav,0
p247,p284,p247-p284/p247_051.wav,p284/p284_051.wav,0
p247,p284,p247-p284/p247_052.wav,p284/p284_052.wav,0
p247,p284,p247-p284/p247_053.wav,p284/p284_053.wav,0
p247,p284,p247-p284/p247_054.wav,p284/p284_054.wav,0
p247,p247,p247/p247_050.wav,p247/p247_386.wav,1
