source,target,output_fn,reference_fn,label
p229,p229,p229/p229_052.wav,p229/p229_326.wav,1
p229,p229,p229/p229_053.wav,p229/p229_268.wav,1
p229,p229,p229/p229_054.wav,p229/p229_329.wav,1
p229,p287,p229-p287/p229_050.wav,p287/p287_050.wav,0
p229,p287,p229-p287/p229_051.wav,p287/p287_051.wav,0
p229,p287,p229-p287/p229_052.wav,p287/p287_052.wav,0
p229,p287,p229-p287/p229_053.wav,p287/p287_053.wav,0
p229,p287,p229-p287/p229_054.wav,p287/p287_054.wav,0
p229,p229,p229/p229_050.wav,p229/p229_026.wav,1
p229,p229,p229/p229_051.wav,p229/p229_267.wav,1
p229,p229,p229/p229_052.wav,p229/p229_292.wav,1
p229,p229,p229/p229_053.wav,p229/p229_035.wav,1
p229,p229,p229/p229_054.wav,p229/p229_351.wav,1
p230,p225,p230-p225/p230_051.wav,p225/p225_051.wav,0
p230,p225,p230-p225/p230_052.wav,p225/p225_052.wav,0
p230,p225,p230-p225/p230_053.wav,p225/p225_053.wav,0
p230,p225,p230-p225/p230_054.wav,p225/p225_054.wav,0
p230,p225,p230-p225/p230_056.wav,p225/p225_056.wav,0
p230,p230,p230/p230_050.wav,p230/p230_211.wav,1
p230,p230,p230/p230_051.wav,p230/p230_327.wav,1
p230,p230,p230/p230_052.wav,p230/p230_214.wav,1
p230,p230,p230/p230_053.wav,p230/p230_071.wav,1
p230,p230,p230/p230_054.wav,p230/p230_247.wav,1
p230,p226,p230-p226/p230_050.wav,p226/p226_050.wav,0
p230,p226,p230-p226/p230_051.wav,p226/p226_051.wav,0
p230,p226,p230-p226/p230_052.wav,p226/p226_052.wav,0
p230,p226,p230-p226/p230_053.wav,p226/p226_053.wav,0
p230,p226,p230-p226/p230_054.wav,p226/p226_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_248.wav,1
p230,p230,p230/p230_051.wav,p230/p230_073.wav,1
p230,p230,p230/p230_052.wav,p230/p230_348.wav,1
p230,p230,p230/p230_053.wav,p230/p230_142.wav,1
p230,p230,p230/p230_054.wav,p230/p230_212.wav,1
p230,p227,p230-p227/p230_050.wav,p227/p227_050.wav,0
p230,p227,p230-p227/p230_051.wav,p227/p227_051.wav,0
p230,p227,p230-p227/p230_052.wav,p227/p227_052.wav,0
p230,p227,p230-p227/p230_053.wav,p227/p227_053.wav,0
p230,p227,p230-p227/p230_054.wav,p227/p227_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_113.wav,1
p230,p230,p230/p230_051.wav,p230/p230_092.wav,1
p230,p230,p230/p230_052.wav,p230/p230_337.wav,1
p230,p230,p230/p230_053.wav,p230/p230_113.wav,1
p230,p230,p230/p230_054.wav,p230/p230_069.wav,1
p230,p228,p230-p228/p230_050.wav,p228/p228_050.wav,0
p230,p228,p230-p228/p230_051.wav,p228/p228_051.wav,0
p230,p228,p230-p228/p230_052.wav,p228/p228_052.wav,0
p230,p228,p230-p228/p230_053.wav,p228/p228_053.wav,0
p230,p228,p230-p228/p230_054.wav,p228/p228_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_237.wav,1
p230,p230,p230/p230_051.wav,p230/p230_342.wav,1
p230,p230,p230/p230_052.wav,p230/p230_184.wav,1
p230,p230,p230/p230_053.wav,p230/p230_395.wav,1
p230,p230,p230/p230_054.wav,p230/p230_295.wav,1
p230,p229,p230-p229/p230_050.wav,p229/p229_050.wav,0
p230,p229,p230-p229/p230_051.wav,p229/p229_051.wav,0
p230,p229,p230-p229/p230_052.wav,p229/p229_052.wav,0
p230,p229,p230-p229/p230_053.wav,p229/p229_053.wav,0
p230,p229,p230-p229/p230_054.wav,p229/p229_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_181.wav,1
p230,p230,p230/p230_051.wav,p230/p230_386.wav,1
p230,p230,p230/p230_052.wav,p230/p230_252.wav,1
p230,p230,p230/p230_053.wav,p230/p230_135.wav,1
p230,p230,p230/p230_054.wav,p230/p230_296.wav,1
p230,p231,p230-p231/p230_050.wav,p231/p231_050.wav,0
p230,p231,p230-p231/p230_051.wav,p231/p231_051.wav,0
p230,p231,p230-p231/p230_052.wav,p231/p231_052.wav,0
p230,p231,p230-p231/p230_053.wav,p231/p231_053.wav,0
p230,p231,p230-p231/p230_054.wav,p231/p231_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_133.wav,1
p230,p230,p230/p230_051.wav,p230/p230_084.wav,1
p230,p230,p230/p230_052.wav,p230/p230_339.wav,1
p230,p230,p230/p230_053.wav,p230/p230_317.wav,1
p230,p230,p230/p230_054.wav,p230/p230_235.wav,1
p230,p232,p230-p232/p230_050.wav,p232/p232_050.wav,0
p230,p232,p230-p232/p230_051.wav,p232/p232_051.wav,0
p230,p232,p230-p232/p230_052.wav,p232/p232_052.wav,0
p230,p232,p230-p232/p230_053.wav,p232/p232_053.wav,0
p230,p232,p230-p232/p230_054.wav,p232/p232_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_190.wav,1
p230,p230,p230/p230_051.wav,p230/p230_053.wav,1
p230,p230,p230/p230_052.wav,p230/p230_070.wav,1
p230,p230,p230/p230_053.wav,p230/p230_192.wav,1
p230,p230,p230/p230_054.wav,p230/p230_271.wav,1
p230,p233,p230-p233/p230_050.wav,p233/p233_050.wav,0
p230,p233,p230-p233/p230_051.wav,p233/p233_051.wav,0
p230,p233,p230-p233/p230_052.wav,p233/p233_052.wav,0
p230,p233,p230-p233/p230_053.wav,p233/p233_053.wav,0
p230,p233,p230-p233/p230_054.wav,p233/p233_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_135.wav,1
p230,p230,p230/p230_051.wav,p230/p230_282.wav,1
p230,p230,p230/p230_052.wav,p230/p230_034.wav,1
p230,p230,p230/p230_053.wav,p230/p230_393.wav,1
p230,p230,p230/p230_054.wav,p230/p230_258.wav,1
p230,p239,p230-p239/p230_050.wav,p239/p239_050.wav,0
p230,p239,p230-p239/p230_051.wav,p239/p239_051.wav,0
p230,p239,p230-p239/p230_052.wav,p239/p239_052.wav,0
p230,p239,p230-p239/p230_053.wav,p239/p239_053.wav,0
p230,p239,p230-p239/p230_054.wav,p239/p239_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_309.wav,1
p230,p230,p230/p230_051.wav,p230/p230_066.wav,1
p230,p230,p230/p230_052.wav,p230/p230_283.wav,1
p230,p230,p230/p230_053.wav,p230/p230_357.wav,1
p230,p230,p230/p230_054.wav,p230/p230_192.wav,1
p230,p240,p230-p240/p230_050.wav,p240/p240_050.wav,0
p230,p240,p230-p240/p230_051.wav,p240/p240_051.wav,0
p230,p240,p230-p240/p230_052.wav,p240/p240_052.wav,0
p230,p240,p230-p240/p230_053.wav,p240/p240_053.wav,0
p230,p240,p230-p240/p230_054.wav,p240/p240_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_142.wav,1
p230,p230,p230/p230_051.wav,p230/p230_372.wav,1
p230,p230,p230/p230_052.wav,p230/p230_094.wav,1
p230,p230,p230/p230_053.wav,p230/p230_352.wav,1
p230,p230,p230/p230_054.wav,p230/p230_359.wav,1
p230,p243,p230-p243/p230_050.wav,p243/p243_050.wav,0
p230,p243,p230-p243/p230_051.wav,p243/p243_051.wav,0
p230,p243,p230-p243/p230_052.wav,p243/p243_052.wav,0
p230,p243,p230-p243/p230_053.wav,p243/p243_053.wav,0
p230,p243,p230-p243/p230_054.wav,p243/p243_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_397.wav,1
p230,p230,p230/p230_051.wav,p230/p230_389.wav,1
p230,p230,p230/p230_052.wav,p230/p230_203.wav,1
p230,p230,p230/p230_053.wav,p230/p230_035.wav,1
p230,p230,p230/p230_054.wav,p230/p230_190.wav,1
p230,p244,p230-p244/p230_050.wav,p244/p244_050.wav,0
p230,p244,p230-p244/p230_051.wav,p244/p244_051.wav,0
p230,p244,p230-p244/p230_052.wav,p244/p244_052.wav,0
p230,p244,p230-p244/p230_053.wav,p244/p244_053.wav,0
p230,p244,p230-p244/p230_054.wav,p244/p244_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_282.wav,1
p230,p230,p230/p230_051.wav,p230/p230_040.wav,1
p230,p230,p230/p230_052.wav,p230/p230_376.wav,1
p230,p230,p230/p230_053.wav,p230/p230_118.wav,1
p230,p230,p230/p230_054.wav,p230/p230_312.wav,1
p230,p250,p230-p250/p230_050.wav,p250/p250_050.wav,0
p230,p250,p230-p250/p230_051.wav,p250/p250_051.wav,0
p230,p250,p230-p250/p230_052.wav,p250/p250_052.wav,0
p230,p250,p230-p250/p230_053.wav,p250/p250_053.wav,0
p230,p250,p230-p250/p230_054.wav,p250/p250_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_206.wav,1
p230,p230,p230/p230_051.wav,p230/p230_049.wav,1
p230,p230,p230/p230_052.wav,p230/p230_184.wav,1
p230,p230,p230/p230_053.wav,p230/p230_260.wav,1
p230,p230,p230/p230_054.wav,p230/p230_030.wav,1
p230,p254,p230-p254/p230_050.wav,p254/p254_050.wav,0
p230,p254,p230-p254/p230_051.wav,p254/p254_051.wav,0
p230,p254,p230-p254/p230_052.wav,p254/p254_052.wav,0
p230,p254,p230-p254/p230_053.wav,p254/p254_053.wav,0
p230,p254,p230-p254/p230_054.wav,p254/p254_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_255.wav,1
p230,p230,p230/p230_051.wav,p230/p230_101.wav,1
p230,p230,p230/p230_052.wav,p230/p230_393.wav,1
p230,p230,p230/p230_053.wav,p230/p230_255.wav,1
p230,p230,p230/p230_054.wav,p230/p230_055.wav,1
p230,p256,p230-p256/p230_050.wav,p256/p256_050.wav,0
p230,p256,p230-p256/p230_051.wav,p256/p256_051.wav,0
p230,p256,p230-p256/p230_052.wav,p256/p256_052.wav,0
p230,p256,p230-p256/p230_053.wav,p256/p256_053.wav,0
p230,p256,p230-p256/p230_054.wav,p256/p256_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_227.wav,1
p230,p230,p230/p230_051.wav,p230/p230_112.wav,1
p230,p230,p230/p230_052.wav,p230/p230_119.wav,1
p230,p230,p230/p230_053.wav,p230/p230_224.wav,1
p230,p230,p230/p230_054.wav,p230/p230_388.wav,1
p230,p257,p230-p257/p230_050.wav,p257/p257_050.wav,0
p230,p257,p230-p257/p230_051.wav,p257/p257_051.wav,0
p230,p257,p230-p257/p230_052.wav,p257/p257_052.wav,0
p230,p257,p230-p257/p230_053.wav,p257/p257_053.wav,0
p230,p257,p230-p257/p230_054.wav,p257/p257_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_235.wav,1
p230,p230,p230/p230_051.wav,p230/p230_162.wav,1
p230,p230,p230/p230_052.wav,p230/p230_189.wav,1
p230,p230,p230/p230_053.wav,p230/p230_416.wav,1
p230,p230,p230/p230_054.wav,p230/p230_306.wav,1
p230,p258,p230-p258/p230_050.wav,p258/p258_050.wav,0
p230,p258,p230-p258/p230_051.wav,p258/p258_051.wav,0
p230,p258,p230-p258/p230_052.wav,p258/p258_052.wav,0
p230,p258,p230-p258/p230_053.wav,p258/p258_053.wav,0
p230,p258,p230-p258/p230_054.wav,p258/p258_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_286.wav,1
p230,p230,p230/p230_051.wav,p230/p230_140.wav,1
p230,p230,p230/p230_052.wav,p230/p230_041.wav,1
p230,p230,p230/p230_053.wav,p230/p230_080.wav,1
p230,p230,p230/p230_054.wav,p230/p230_198.wav,1
p230,p259,p230-p259/p230_050.wav,p259/p259_050.wav,0
p230,p259,p230-p259/p230_051.wav,p259/p259_051.wav,0
p230,p259,p230-p259/p230_052.wav,p259/p259_052.wav,0
p230,p259,p230-p259/p230_053.wav,p259/p259_053.wav,0
p230,p259,p230-p259/p230_054.wav,p259/p259_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_120.wav,1
p230,p230,p230/p230_051.wav,p230/p230_058.wav,1
p230,p230,p230/p230_052.wav,p230/p230_161.wav,1
p230,p230,p230/p230_053.wav,p230/p230_147.wav,1
p230,p230,p230/p230_054.wav,p230/p230_179.wav,1
p230,p267,p230-p267/p230_050.wav,p267/p267_050.wav,0
p230,p267,p230-p267/p230_051.wav,p267/p267_051.wav,0
p230,p267,p230-p267/p230_052.wav,p267/p267_052.wav,0
p230,p267,p230-p267/p230_053.wav,p267/p267_053.wav,0
p230,p267,p230-p267/p230_054.wav,p267/p267_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_220.wav,1
p230,p230,p230/p230_051.wav,p230/p230_348.wav,1
p230,p230,p230/p230_052.wav,p230/p230_243.wav,1
p230,p230,p230/p230_053.wav,p230/p230_308.wav,1
p230,p230,p230/p230_054.wav,p230/p230_367.wav,1
p230,p269,p230-p269/p230_050.wav,p269/p269_050.wav,0
p230,p269,p230-p269/p230_051.wav,p269/p269_051.wav,0
p230,p269,p230-p269/p230_052.wav,p269/p269_052.wav,0
p230,p269,p230-p269/p230_053.wav,p269/p269_053.wav,0
p230,p269,p230-p269/p230_054.wav,p269/p269_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_181.wav,1
p230,p230,p230/p230_051.wav,p230/p230_035.wav,1
p230,p230,p230/p230_052.wav,p230/p230_037.wav,1
p230,p230,p230/p230_053.wav,p230/p230_131.wav,1
p230,p230,p230/p230_054.wav,p230/p230_167.wav,1
p230,p270,p230-p270/p230_050.wav,p270/p270_050.wav,0
p230,p270,p230-p270/p230_051.wav,p270/p270_051.wav,0
p230,p270,p230-p270/p230_052.wav,p270/p270_052.wav,0
p230,p270,p230-p270/p230_053.wav,p270/p270_053.wav,0
p230,p270,p230-p270/p230_054.wav,p270/p270_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_063.wav,1
p230,p230,p230/p230_051.wav,p230/p230_325.wav,1
p230,p230,p230/p230_052.wav,p230/p230_158.wav,1
p230,p230,p230/p230_053.wav,p230/p230_103.wav,1
p230,p230,p230/p230_054.wav,p230/p230_085.wav,1
p230,p273,p230-p273/p230_050.wav,p273/p273_050.wav,0
p230,p273,p230-p273/p230_051.wav,p273/p273_051.wav,0
p230,p273,p230-p273/p230_052.wav,p273/p273_052.wav,0
p230,p273,p230-p273/p230_053.wav,p273/p273_053.wav,0
p230,p273,p230-p273/p230_054.wav,p273/p273_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_252.wav,1
p230,p230,p230/p230_051.wav,p230/p230_240.wav,1
p230,p230,p230/p230_052.wav,p230/p230_266.wav,1
p230,p230,p230/p230_053.wav,p230/p230_185.wav,1
p230,p230,p230/p230_054.wav,p230/p230_199.wav,1
p230,p274,p230-p274/p230_050.wav,p274/p274_050.wav,0
p230,p274,p230-p274/p230_051.wav,p274/p274_051.wav,0
p230,p274,p230-p274/p230_052.wav,p274/p274_052.wav,0
p230,p274,p230-p274/p230_053.wav,p274/p274_053.wav,0
p230,p274,p230-p274/p230_054.wav,p274/p274_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_330.wav,1
p230,p230,p230/p230_051.wav,p230/p230_165.wav,1
p230,p230,p230/p230_052.wav,p230/p230_063.wav,1
p230,p230,p230/p230_053.wav,p230/p230_398.wav,1
p230,p230,p230/p230_054.wav,p230/p230_255.wav,1
p230,p276,p230-p276/p230_050.wav,p276/p276_050.wav,0
p230,p276,p230-p276/p230_051.wav,p276/p276_051.wav,0
p230,p276,p230-p276/p230_052.wav,p276/p276_052.wav,0
p230,p276,p230-p276/p230_053.wav,p276/p276_053.wav,0
p230,p276,p230-p276/p230_054.wav,p276/p276_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_180.wav,1
p230,p230,p230/p230_051.wav,p230/p230_376.wav,1
p230,p230,p230/p230_052.wav,p230/p230_151.wav,1
p230,p230,p230/p230_053.wav,p230/p230_262.wav,1
p230,p230,p230/p230_054.wav,p230/p230_094.wav,1
p230,p277,p230-p277/p230_050.wav,p277/p277_050.wav,0
p230,p277,p230-p277/p230_051.wav,p277/p277_051.wav,0
p230,p277,p230-p277/p230_052.wav,p277/p277_052.wav,0
p230,p277,p230-p277/p230_053.wav,p277/p277_053.wav,0
p230,p277,p230-p277/p230_054.wav,p277/p277_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_287.wav,1
p230,p230,p230/p230_051.wav,p230/p230_160.wav,1
p230,p230,p230/p230_052.wav,p230/p230_085.wav,1
p230,p230,p230/p230_053.wav,p230/p230_064.wav,1
p230,p230,p230/p230_054.wav,p230/p230_140.wav,1
p230,p278,p230-p278/p230_050.wav,p278/p278_050.wav,0
p230,p278,p230-p278/p230_051.wav,p278/p278_051.wav,0
p230,p278,p230-p278/p230_052.wav,p278/p278_052.wav,0
p230,p278,p230-p278/p230_053.wav,p278/p278_053.wav,0
p230,p278,p230-p278/p230_054.wav,p278/p278_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_091.wav,1
p230,p230,p230/p230_051.wav,p230/p230_208.wav,1
p230,p230,p230/p230_052.wav,p230/p230_146.wav,1
p230,p230,p230/p230_053.wav,p230/p230_120.wav,1
p230,p230,p230/p230_054.wav,p230/p230_391.wav,1
p230,p279,p230-p279/p230_050.wav,p279/p279_050.wav,0
p230,p279,p230-p279/p230_051.wav,p279/p279_051.wav,0
p230,p279,p230-p279/p230_052.wav,p279/p279_052.wav,0
p230,p279,p230-p279/p230_053.wav,p279/p279_053.wav,0
p230,p279,p230-p279/p230_054.wav,p279/p279_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_077.wav,1
p230,p230,p230/p230_051.wav,p230/p230_379.wav,1
p230,p230,p230/p230_052.wav,p230/p230_215.wav,1
p230,p230,p230/p230_053.wav,p230/p230_243.wav,1
p230,p230,p230/p230_054.wav,p230/p230_161.wav,1
p230,p282,p230-p282/p230_050.wav,p282/p282_050.wav,0
p230,p282,p230-p282/p230_051.wav,p282/p282_051.wav,0
p230,p282,p230-p282/p230_052.wav,p282/p282_052.wav,0
p230,p282,p230-p282/p230_053.wav,p282/p282_053.wav,0
p230,p282,p230-p282/p230_054.wav,p282/p282_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_131.wav,1
p230,p230,p230/p230_051.wav,p230/p230_347.wav,1
p230,p230,p230/p230_052.wav,p230/p230_306.wav,1
p230,p230,p230/p230_053.wav,p230/p230_201.wav,1
p230,p230,p230/p230_054.wav,p230/p230_095.wav,1
p230,p286,p230-p286/p230_050.wav,p286/p286_050.wav,0
p230,p286,p230-p286/p230_051.wav,p286/p286_051.wav,0
p230,p286,p230-p286/p230_052.wav,p286/p286_052.wav,0
p230,p286,p230-p286/p230_053.wav,p286/p286_053.wav,0
p230,p286,p230-p286/p230_054.wav,p286/p286_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_071.wav,1
p230,p230,p230/p230_051.wav,p230/p230_392.wav,1
p230,p230,p230/p230_052.wav,p230/p230_205.wav,1
p230,p230,p230/p230_053.wav,p230/p230_249.wav,1
p230,p230,p230/p230_054.wav,p230/p230_280.wav,1
p230,p287,p230-p287/p230_050.wav,p287/p287_050.wav,0
p230,p287,p230-p287/p230_051.wav,p287/p287_051.wav,0
p230,p287,p230-p287/p230_052.wav,p287/p287_052.wav,0
p230,p287,p230-p287/p230_053.wav,p287/p287_053.wav,0
p230,p287,p230-p287/p230_054.wav,p287/p287_054.wav,0
p230,p230,p230/p230_050.wav,p230/p230_396.wav,1
p230,p230,p230/p230_051.wav,p230/p230_254.wav,1
p230,p230,p230/p230_052.wav,p230/p230_237.wav,1
p230,p230,p230/p230_053.wav,p230/p230_243.wav,1
p230,p230,p230/p230_054.wav,p230/p230_069.wav,1
p231,p225,p231-p225/p231_051.wav,p225/p225_051.wav,0
p231,p225,p231-p225/p231_052.wav,p225/p225_052.wav,0
p231,p225,p231-p225/p231_053.wav,p225/p225_053.wav,0
p231,p225,p231-p225/p231_054.wav,p225/p225_054.wav,0
p231,p225,p231-p225/p231_056.wav,p225/p225_056.wav,0
p231,p231,p231/p231_050.wav,p231/p231_222.wav,1
p231,p231,p231/p231_051.wav,p231/p231_330.wav,1
p231,p231,p231/p231_052.wav,p231/p231_247.wav,1
p231,p231,p231/p231_053.wav,p231/p231_297.wav,1
p231,p231,p231/p231_054.wav,p231/p231_123.wav,1
p231,p226,p231-p226/p231_050.wav,p226/p226_050.wav,0
p231,p226,p231-p226/p231_051.wav,p226/p226_051.wav,0
p231,p226,p231-p226/p231_052.wav,p226/p226_052.wav,0
p231,p226,p231-p226/p231_053.wav,p226/p226_053.wav,0
p231,p226,p231-p226/p231_054.wav,p226/p226_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_165.wav,1
p231,p231,p231/p231_051.wav,p231/p231_184.wav,1
p231,p231,p231/p231_052.wav,p231/p231_445.wav,1
p231,p231,p231/p231_053.wav,p231/p231_395.wav,1
p231,p231,p231/p231_054.wav,p231/p231_228.wav,1
p231,p227,p231-p227/p231_050.wav,p227/p227_050.wav,0
p231,p227,p231-p227/p231_051.wav,p227/p227_051.wav,0
p231,p227,p231-p227/p231_052.wav,p227/p227_052.wav,0
p231,p227,p231-p227/p231_053.wav,p227/p227_053.wav,0
p231,p227,p231-p227/p231_054.wav,p227/p227_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_281.wav,1
p231,p231,p231/p231_051.wav,p231/p231_318.wav,1
p231,p231,p231/p231_052.wav,p231/p231_062.wav,1
p231,p231,p231/p231_053.wav,p231/p231_310.wav,1
p231,p231,p231/p231_054.wav,p231/p231_106.wav,1
p231,p228,p231-p228/p231_050.wav,p228/p228_050.wav,0
p231,p228,p231-p228/p231_051.wav,p228/p228_051.wav,0
p231,p228,p231-p228/p231_052.wav,p228/p228_052.wav,0
p231,p228,p231-p228/p231_053.wav,p228/p228_053.wav,0
p231,p228,p231-p228/p231_054.wav,p228/p228_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_476.wav,1
p231,p231,p231/p231_051.wav,p231/p231_061.wav,1
p231,p231,p231/p231_052.wav,p231/p231_215.wav,1
p231,p231,p231/p231_053.wav,p231/p231_377.wav,1
p231,p231,p231/p231_054.wav,p231/p231_470.wav,1
p231,p229,p231-p229/p231_050.wav,p229/p229_050.wav,0
p231,p229,p231-p229/p231_051.wav,p229/p229_051.wav,0
p231,p229,p231-p229/p231_052.wav,p229/p229_052.wav,0
p231,p229,p231-p229/p231_053.wav,p229/p229_053.wav,0
p231,p229,p231-p229/p231_054.wav,p229/p229_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_407.wav,1
p231,p231,p231/p231_051.wav,p231/p231_357.wav,1
p231,p231,p231/p231_052.wav,p231/p231_033.wav,1
p231,p231,p231/p231_053.wav,p231/p231_362.wav,1
p231,p231,p231/p231_054.wav,p231/p231_205.wav,1
p231,p230,p231-p230/p231_050.wav,p230/p230_050.wav,0
p231,p230,p231-p230/p231_051.wav,p230/p230_051.wav,0
p231,p230,p231-p230/p231_052.wav,p230/p230_052.wav,0
p231,p230,p231-p230/p231_053.wav,p230/p230_053.wav,0
p231,p230,p231-p230/p231_054.wav,p230/p230_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_217.wav,1
p231,p231,p231/p231_051.wav,p231/p231_249.wav,1
p231,p231,p231/p231_052.wav,p231/p231_337.wav,1
p231,p231,p231/p231_053.wav,p231/p231_248.wav,1
p231,p231,p231/p231_054.wav,p231/p231_426.wav,1
p231,p232,p231-p232/p231_050.wav,p232/p232_050.wav,0
p231,p232,p231-p232/p231_051.wav,p232/p232_051.wav,0
p231,p232,p231-p232/p231_052.wav,p232/p232_052.wav,0
p231,p232,p231-p232/p231_053.wav,p232/p232_053.wav,0
p231,p232,p231-p232/p231_054.wav,p232/p232_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_301.wav,1
p231,p231,p231/p231_051.wav,p231/p231_234.wav,1
p231,p231,p231/p231_052.wav,p231/p231_112.wav,1
p231,p231,p231/p231_053.wav,p231/p231_086.wav,1
p231,p231,p231/p231_054.wav,p231/p231_376.wav,1
p231,p233,p231-p233/p231_050.wav,p233/p233_050.wav,0
p231,p233,p231-p233/p231_051.wav,p233/p233_051.wav,0
p231,p233,p231-p233/p231_052.wav,p233/p233_052.wav,0
p231,p233,p231-p233/p231_053.wav,p233/p233_053.wav,0
p231,p233,p231-p233/p231_054.wav,p233/p233_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_141.wav,1
p231,p231,p231/p231_051.wav,p231/p231_411.wav,1
p231,p231,p231/p231_052.wav,p231/p231_239.wav,1
p231,p231,p231/p231_053.wav,p231/p231_462.wav,1
p231,p231,p231/p231_054.wav,p231/p231_365.wav,1
p231,p239,p231-p239/p231_050.wav,p239/p239_050.wav,0
p231,p239,p231-p239/p231_051.wav,p239/p239_051.wav,0
p231,p239,p231-p239/p231_052.wav,p239/p239_052.wav,0
p231,p239,p231-p239/p231_053.wav,p239/p239_053.wav,0
p231,p239,p231-p239/p231_054.wav,p239/p239_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_294.wav,1
p231,p231,p231/p231_051.wav,p231/p231_083.wav,1
p231,p231,p231/p231_052.wav,p231/p231_351.wav,1
p231,p231,p231/p231_053.wav,p231/p231_409.wav,1
p231,p231,p231/p231_054.wav,p231/p231_137.wav,1
p231,p240,p231-p240/p231_050.wav,p240/p240_050.wav,0
p231,p240,p231-p240/p231_051.wav,p240/p240_051.wav,0
p231,p240,p231-p240/p231_052.wav,p240/p240_052.wav,0
p231,p240,p231-p240/p231_053.wav,p240/p240_053.wav,0
p231,p240,p231-p240/p231_054.wav,p240/p240_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_094.wav,1
p231,p231,p231/p231_051.wav,p231/p231_384.wav,1
p231,p231,p231/p231_052.wav,p231/p231_365.wav,1
p231,p231,p231/p231_053.wav,p231/p231_238.wav,1
p231,p231,p231/p231_054.wav,p231/p231_245.wav,1
p231,p243,p231-p243/p231_050.wav,p243/p243_050.wav,0
p231,p243,p231-p243/p231_051.wav,p243/p243_051.wav,0
p231,p243,p231-p243/p231_052.wav,p243/p243_052.wav,0
p231,p243,p231-p243/p231_053.wav,p243/p243_053.wav,0
p231,p243,p231-p243/p231_054.wav,p243/p243_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_286.wav,1
p231,p231,p231/p231_051.wav,p231/p231_386.wav,1
p231,p231,p231/p231_052.wav,p231/p231_303.wav,1
p231,p231,p231/p231_053.wav,p231/p231_137.wav,1
p231,p231,p231/p231_054.wav,p231/p231_242.wav,1
p231,p244,p231-p244/p231_050.wav,p244/p244_050.wav,0
p231,p244,p231-p244/p231_051.wav,p244/p244_051.wav,0
p231,p244,p231-p244/p231_052.wav,p244/p244_052.wav,0
p231,p244,p231-p244/p231_053.wav,p244/p244_053.wav,0
p231,p244,p231-p244/p231_054.wav,p244/p244_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_329.wav,1
p231,p231,p231/p231_051.wav,p231/p231_064.wav,1
p231,p231,p231/p231_052.wav,p231/p231_170.wav,1
p231,p231,p231/p231_053.wav,p231/p231_265.wav,1
p231,p231,p231/p231_054.wav,p231/p231_398.wav,1
p231,p250,p231-p250/p231_050.wav,p250/p250_050.wav,0
p231,p250,p231-p250/p231_051.wav,p250/p250_051.wav,0
p231,p250,p231-p250/p231_052.wav,p250/p250_052.wav,0
p231,p250,p231-p250/p231_053.wav,p250/p250_053.wav,0
p231,p250,p231-p250/p231_054.wav,p250/p250_054.wav,0
p231,p231,p231/p231_050.wav,p231/p231_260.wav,1
p231,p231,p231/p231_051.wav,p231/p231_030.wav,1
p231,p231,p231/p231_052.wav,p231/p231_222.wav,1
p231,p231,p231/p231_053.wav,p231/p231_468.wav,1
p231,p231,p231/p231_054.wav,p231/p231_129.wav,1
p231,p254,p231-p254/p231_050.wav,p254/p254_050.wav,0
